YEAR,"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
2020,204,116,88,277,14,0,11,3,0,263,114,0,0,0,0,11,11,0,138,277,134,0,3,0,4,149,277,264,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,264,13,0,8,0,3,13,277,12,17,214,204,116,88,75.9,204,15,204,27,23,27,13,23,15,86,31,74,42,32,76.2,74,34,9,165,112,46.2,67.9,73,31,157,99124
2020,468,240,228,603,35,0,33,2,0,568,0,0,0,0,0,28,28,0,540,603,28,0,5,0,5,603,603,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,575,28,0,23,0,0,28,603,41,50,489,468,240,228,95,468,18,439,47,107,37,46,54,72,154,68,119,49,70,142.9,119,43,8,267,336,43.6,125.8,135,12,298,99125
2020,549,265,284,1019,159,0,159,0,0,860,66,0,0,0,0,47,47,0,747,1019,113,0,0,0,0,953,1019,972,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,972,47,0,47,0,0,47,1019,62,91,608,549,265,284,107.2,549,31,524,139,46,73,210,23,66,174,91,146,34,112,329.4,146,46,9,510,509,21.9,99.8,470,132,377,99126
2020,286,129,157,371,9,0,9,0,0,362,0,8,0,0,0,4,0,4,350,371,2,8,0,0,4,361,371,367,2,0,0,0,0,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,357,367,4,0,0,0,0,4,371,21,18,293,286,129,157,121.7,286,8,278,19,29,85,17,21,36,105,73,88,50,38,76,88,12,3,154,217,48.5,140.9,85,29,184,99128
2020,514,249,265,671,37,0,34,3,0,634,263,0,0,0,8,94,94,0,269,671,384,0,0,0,21,385,671,552,275,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,269,552,119,0,106,0,0,119,671,57,27,523,514,249,265,106.4,514,22,498,45,81,92,36,48,52,176,112,163,78,85,109,163,32,19,306,365,47.7,119.3,157,48,408,99129
2020,626,347,279,855,10,0,10,0,0,845,0,0,0,0,0,44,35,9,801,855,35,0,0,0,9,855,855,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,811,44,0,35,0,0,44,855,116,56,654,626,347,279,80.4,626,25,606,71,130,110,24,50,62,198,117,161,108,53,49.1,161,32,12,458,397,42.1,86.7,229,50,463,99130
2020,198,104,94,218,0,0,0,0,0,218,0,0,0,0,0,0,0,0,218,218,0,0,0,0,0,218,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,218,0,11,201,198,104,94,90.4,198,7,198,8,9,22,9,11,38,129,84,103,70,33,47.1,103,17,2,109,109,63,100,20,0,168,99131
2020,1277,656,621,1674,154,0,119,32,3,1520,304,12,0,0,8,78,78,0,1118,1674,431,12,25,7,34,1285,1674,1577,362,0,0,0,0,12,0,0,8,4,0,0,0,0,0,0,0,0,0,15,1188,1577,97,0,47,0,2,97,1674,177,87,1336,1295,670,625,93.3,1295,87,1225,142,142,199,120,164,131,508,250,399,247,152,61.5,399,107,42,850,824,50,96.9,379,26,1011,99133
2020,466,227,239,531,46,0,46,0,0,485,3,0,6,0,0,20,20,0,456,531,45,8,8,3,1,489,531,511,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,472,511,20,0,10,5,2,20,531,27,16,472,466,227,239,105.3,466,53,449,43,32,67,20,68,32,178,112,162,80,82,102.5,162,42,8,255,276,53.8,108.2,65,11,345,99134
2020,242,90,152,374,0,0,0,0,0,374,0,0,0,0,0,12,3,9,362,374,3,0,0,0,9,374,374,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,362,12,0,3,0,0,12,374,87,23,256,242,90,152,168.9,242,2,239,66,37,13,17,16,27,94,66,80,23,57,247.8,80,5,9,144,230,34.7,159.7,132,6,182,99135
2020,20,8,12,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,0,0,20,20,8,12,150,20,0,20,0,0,0,0,0,12,9,2,8,2,6,300,8,4,2,8,12,61,150,0,0,23,99136
2020,299,134,165,357,0,0,0,0,0,357,0,11,0,0,0,10,10,0,336,357,10,11,0,0,0,346,357,347,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,336,347,10,0,10,0,0,10,357,10,6,310,310,139,171,123,310,57,291,44,28,19,0,12,47,118,74,97,46,51,110.9,97,13,10,186,171,42.8,91.9,47,37,237,99137
2020,814,416,398,1084,34,0,28,6,0,1050,602,2,3,6,0,135,135,0,302,1084,751,4,22,6,0,436,1084,949,619,0,0,0,3,2,0,2,0,0,0,0,0,3,6,6,0,0,0,0,319,949,135,18,114,2,1,135,1084,52,99,857,819,417,402,96.4,819,27,780,112,128,105,105,93,79,282,143,236,103,133,129.1,236,70,23,556,528,43.5,95,265,48,690,99138
2020,1064,548,516,1339,10,0,2,8,0,1329,51,0,0,0,0,101,101,0,1177,1339,89,3,60,0,2,1286,1339,1238,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1185,1238,101,0,38,3,60,101,1339,91,63,1064,1064,548,516,94.2,1064,71,1042,150,195,97,63,99,150,407,161,287,181,106,58.6,287,106,20,699,640,42.5,91.6,275,73,843,99139
2020,397,194,203,489,24,0,24,0,0,465,277,0,0,0,0,52,52,0,136,489,353,0,0,0,0,188,489,437,301,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,437,52,0,52,0,0,52,489,23,32,419,397,194,203,104.6,397,29,387,71,41,56,31,26,26,156,95,138,66,72,109.1,138,37,6,242,247,47,102.1,92,16,271,99140
2020,4698,2268,2430,5898,271,0,68,203,0,5627,82,13,20,5,0,210,196,14,5297,5898,266,43,20,5,29,5751,5898,5682,82,26,0,0,3,24,0,0,0,11,0,0,13,20,5,0,0,5,0,9,5542,5682,216,0,184,12,0,216,5898,293,285,4924,4772,2334,2438,104.5,4772,204,4706,561,827,758,385,418,617,1702,784,1326,572,754,131.8,1326,398,144,2891,3007,46.6,104,1126,224,2817,99141
2020,544,235,309,668,29,0,8,21,0,639,3,0,0,0,71,16,16,0,549,668,16,3,3,1,97,573,668,644,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,552,644,24,2,11,2,0,24,668,30,17,563,559,248,311,125.4,559,28,549,43,22,124,17,65,63,246,145,204,70,134,191.4,204,51,8,308,360,54.9,116.9,109,55,446,99143
2020,16,9,7,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,0,0,16,16,9,7,77.8,16,0,16,0,0,2,0,0,7,14,7,7,4,3,75,7,0,0,9,7,63.8,77.8,0,0,9,99144
2020,19,15,4,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,25,0,0,25,25,21,4,19,25,0,25,6,0,0,0,0,0,19,4,19,15,4,26.7,19,3,12,21,4,77.8,19,0,0,48,99146
2020,151,81,70,159,0,0,0,0,0,159,4,0,0,0,0,0,0,0,155,159,4,0,0,0,0,155,159,159,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,159,0,0,0,0,0,0,159,8,0,151,151,81,70,86.4,151,0,151,0,16,4,0,34,17,86,60,80,46,34,73.9,80,18,2,81,78,65.2,96.3,8,0,167,99147
2020,1792,911,881,2057,16,0,6,10,0,2041,22,27,0,0,0,24,24,0,1968,2057,46,27,0,0,6,2002,2057,2033,22,17,0,0,0,27,0,0,5,22,0,0,0,0,0,0,0,0,0,6,1978,2033,24,0,24,0,0,24,2057,75,72,1848,1801,920,881,95.8,1801,87,1787,137,197,267,84,233,262,782,392,608,307,301,98,608,162,54,1027,1030,57.2,100.3,256,35,1923,99148
2020,175,88,87,223,0,0,0,0,0,223,6,0,0,0,0,4,4,0,213,223,10,0,0,0,0,217,223,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,219,4,0,4,0,0,4,223,19,22,187,175,88,87,98.9,175,26,154,12,32,28,11,12,17,47,15,38,22,16,72.7,38,15,8,118,105,42.1,89,48,6,110,99149
2020,287,137,150,310,0,0,0,0,0,310,0,16,0,0,0,13,13,0,281,310,13,16,0,0,0,294,310,297,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,281,297,13,0,13,0,0,13,310,11,0,290,290,137,153,111.7,290,0,290,45,41,4,9,4,57,157,127,139,80,59,73.8,139,12,0,153,157,63.1,102.6,20,0,191,99150
2020,154,88,66,176,7,0,0,7,0,169,0,0,0,0,6,16,16,0,147,176,14,2,0,0,6,170,176,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,154,160,16,0,14,2,0,16,176,0,14,163,154,88,66,75,154,4,145,10,20,11,6,10,17,94,11,77,47,30,63.8,77,37,29,97,79,64.3,81.4,22,7,89,99151
2020,100,49,51,122,2,0,2,0,0,120,2,0,0,0,0,13,13,0,105,122,6,0,9,2,0,120,122,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,107,15,0,4,0,9,15,122,7,11,100,100,49,51,104.1,100,3,89,10,0,21,9,14,6,35,21,35,18,17,94.4,35,12,2,64,58,48.5,90.6,22,6,83,99152
2020,346,166,180,422,39,0,0,39,0,383,2,0,0,0,0,17,0,17,364,422,2,0,0,0,17,420,422,405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,405,17,0,0,0,0,17,422,34,16,351,351,166,185,111.4,351,24,342,17,30,32,17,42,28,191,132,169,94,75,79.8,169,19,18,185,237,56.9,128.1,71,13,396,99153
2020,25,11,14,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,37,0,2,25,25,11,14,127.3,25,0,23,7,5,5,3,0,0,6,2,6,4,2,50,6,4,0,16,21,29.4,131.3,12,9,11,99154
2020,919,511,408,1231,44,0,44,0,0,1187,998,8,0,12,0,67,67,0,102,1231,1086,16,3,20,19,170,1231,1155,1018,6,3,8,7,8,0,0,0,0,8,0,0,0,12,0,12,0,0,10,107,1155,76,0,56,0,0,76,1231,46,69,956,922,511,411,80.4,922,123,882,189,94,138,96,75,90,247,138,190,139,51,36.7,190,34,18,643,588,33.3,91.4,309,121,520,99155
2020,6993,3460,3533,8755,387,82,186,119,0,8368,22,57,24,0,15,243,195,48,8007,8755,89,103,139,3,384,8357,8755,8459,22,0,0,0,0,57,0,9,0,42,0,6,0,24,3,0,0,3,0,281,8072,8459,296,0,43,46,82,296,8755,564,495,7331,7131,3528,3603,102.1,7131,478,6936,712,755,1116,367,643,978,2896,1487,2285,1087,1198,110.2,2285,640,158,4262,4493,51.5,105.4,1624,362,4909,99156
2020,480,262,218,589,19,0,19,0,0,570,5,2,0,0,0,30,27,3,533,589,38,2,0,0,16,581,589,541,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,533,541,48,0,33,0,0,48,589,30,5,484,481,263,218,82.9,481,9,479,32,72,58,47,60,58,214,118,190,86,104,120.9,190,58,14,315,274,55.8,87,108,28,410,99157
2020,478,254,224,585,13,0,9,4,0,572,0,0,6,0,0,20,14,6,546,585,13,5,6,0,18,579,585,561,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,555,561,24,0,1,5,0,24,585,22,41,494,478,254,224,88.2,478,37,448,39,54,82,39,45,51,182,92,149,79,70,88.6,149,49,8,303,282,51.1,93.1,107,26,258,99158
2020,1153,607,546,1403,53,0,49,4,0,1350,58,16,34,0,0,47,39,8,1195,1403,93,44,38,0,30,1273,1403,1356,58,0,0,0,0,16,0,11,0,5,0,0,0,34,0,0,0,0,0,22,1226,1356,47,0,7,0,4,47,1403,135,58,1191,1164,608,556,91.4,1164,62,1134,93,96,170,38,169,129,512,220,434,210,224,106.7,434,148,66,727,676,55.8,93,239,19,797,99159
2020,101,51,50,113,0,0,0,0,0,113,4,0,0,0,0,19,19,0,90,113,23,0,0,0,0,109,113,94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,94,19,0,19,0,0,19,113,0,0,101,101,51,50,98,101,0,101,4,4,9,0,15,14,58,37,55,33,22,66.7,55,15,3,63,50,62.5,79.4,12,12,96,99160
2020,1074,488,586,1278,18,0,11,7,0,1260,9,19,0,0,0,33,33,0,1199,1278,35,26,0,0,13,1247,1278,1235,9,0,2,0,0,19,0,11,4,4,0,0,0,0,0,0,0,0,0,3,1204,1235,43,0,26,7,0,43,1278,42,29,1087,1078,492,586,119.1,1078,71,1025,137,98,213,108,153,121,364,209,278,117,161,137.6,278,44,25,560,718,50.7,128.2,200,28,643,99161
2020,27957,14000,13957,36052,2724,22,1875,707,120,33328,48,4105,921,55,240,1914,1826,88,26045,36052,680,5175,1773,221,1218,29851,36052,33429,112,4,9,0,0,4132,586,2292,220,192,194,400,248,947,55,0,55,0,0,740,27443,33429,2623,61,357,825,507,2623,36052,1151,6794,31777,31336,15395,15941,103.5,31336,10330,22232,5802,2986,1905,1600,975,873,2838,1329,2311,1238,1073,86.7,2311,716,266,17648,18404,22.5,104.3,4716,1325,14428,99163
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,99164
2020,2605,1348,1257,3022,73,0,72,1,0,2949,6,2,12,10,0,270,267,3,2649,3022,165,94,30,10,6,2987,3022,2752,7,0,0,0,1,2,0,0,0,0,2,0,0,13,10,2,8,0,0,3,2717,2752,270,0,158,92,17,270,3022,144,65,2633,2607,1348,1259,93.4,2607,100,2549,280,382,321,75,308,280,1036,603,919,463,456,98.5,919,222,94,1541,1481,54.9,96.1,415,148,1953,99166
2020,631,292,339,710,54,0,50,0,4,656,0,0,11,0,0,65,19,46,580,710,19,0,21,0,96,693,710,601,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,584,601,109,0,9,0,0,109,710,23,32,650,633,292,341,116.8,633,22,619,12,48,59,29,52,71,416,226,355,155,200,129,355,129,0,329,381,65,115.8,77,7,371,99167
2020,2043,922,1121,2663,298,0,268,30,0,2365,2,29,57,7,0,76,63,13,2194,2663,47,41,67,7,126,2460,2663,2578,6,0,0,4,0,29,0,11,0,0,4,8,6,57,7,0,0,0,7,104,2375,2578,85,0,41,12,10,85,2663,184,148,2128,2071,937,1134,121,2071,146,1997,332,276,304,199,176,286,699,290,497,220,277,125.9,497,144,63,1245,1418,43,113.9,592,115,1311,99169
2020,785,417,368,1022,77,0,25,52,0,945,8,5,0,3,0,41,41,0,888,1022,30,22,2,3,9,997,1022,981,8,2,0,0,0,5,0,0,3,0,0,2,0,0,3,0,0,0,3,9,956,981,41,0,22,17,2,41,1022,68,61,805,785,417,368,88.2,785,70,740,109,68,168,49,91,81,219,108,178,99,79,79.8,178,54,16,540,482,45.3,89.3,237,79,499,99170
2020,852,445,407,1018,28,0,28,0,0,990,0,1,18,0,2,12,12,0,957,1018,12,1,18,0,11,988,1018,1006,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,0,0,0,0,11,976,1006,12,0,12,0,0,12,1018,57,41,880,857,446,411,92.2,857,22,849,89,111,54,40,161,144,341,120,268,143,125,87.4,268,118,30,520,498,55.9,95.8,161,31,544,99171
2020,1207,535,672,1577,0,0,0,0,0,1577,14,0,46,0,0,7,7,0,1510,1577,19,2,46,0,0,1517,1577,1570,14,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,1510,1570,7,0,5,2,0,7,1577,125,49,1232,1207,535,672,125.6,1207,61,1166,209,100,127,64,183,188,473,252,315,123,192,156.1,315,34,29,747,830,46.2,111.1,370,156,764,99173
2020,40,19,21,48,8,0,7,0,1,40,0,0,0,0,0,0,0,0,40,48,0,1,4,0,0,43,48,48,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,43,48,0,0,0,0,0,0,48,0,9,41,40,19,21,110.5,40,1,32,4,6,6,7,7,0,8,5,8,5,3,60,8,3,0,23,25,38.5,108.7,8,0,21,99174
2020,123,68,55,150,14,0,0,14,0,136,0,0,0,0,0,3,3,0,133,150,3,0,0,0,14,136,150,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,133,147,3,0,3,0,0,3,150,24,3,126,123,68,55,80.9,123,5,123,18,7,11,0,24,31,44,25,27,20,7,35,27,2,0,68,82,58.2,120.6,27,0,96,99176
2020,299,132,167,458,0,0,0,0,0,458,0,0,0,0,0,0,0,0,458,458,0,0,0,0,0,458,458,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,0,0,458,33,23,314,299,132,167,126.5,299,10,294,46,107,41,44,16,34,48,32,40,21,19,90.5,40,8,0,229,229,35.4,100,159,64,190,99179
2020,805,401,404,1065,5,0,5,0,0,1060,178,61,0,0,0,42,26,16,779,1065,198,84,0,0,21,805,1065,1022,178,0,0,0,0,61,0,0,38,0,0,23,0,0,0,0,0,0,0,4,779,1022,43,0,15,11,0,43,1065,48,59,845,819,408,411,100.7,819,29,770,130,144,116,68,49,127,270,166,202,97,105,108.2,202,29,7,546,519,40.9,95.1,246,93,640,99180
2020,1440,727,713,1788,3,0,3,0,0,1785,0,9,21,0,2,57,57,0,1696,1788,30,27,26,9,2,1756,1788,1731,0,0,0,0,0,9,0,9,0,0,0,0,0,21,0,0,0,0,0,2,1699,1731,57,0,30,13,0,57,1788,104,73,1485,1445,727,718,98.8,1445,51,1421,191,106,178,129,116,204,719,416,578,316,262,82.9,578,137,25,854,934,55.1,109.4,343,58,1105,99181
2020,1042,519,523,1299,5,0,5,0,0,1294,45,25,29,16,0,54,54,0,1125,1299,52,42,59,16,5,1179,1299,1245,45,0,0,0,0,25,0,0,17,8,0,0,0,29,16,7,9,0,0,5,1125,1245,54,0,7,17,30,54,1299,86,89,1086,1045,519,526,101.3,1045,35,1008,134,103,204,53,86,77,412,189,373,170,203,119.4,373,143,41,652,647,48.7,99.2,254,59,760,99185
2020,11589,5522,6067,13256,1247,30,925,168,124,12009,568,332,369,0,43,760,743,17,9937,13256,1055,520,639,96,509,11535,13256,12211,636,24,58,0,11,379,38,63,91,95,0,77,15,391,33,0,0,33,0,231,10541,12211,1045,13,367,134,227,1045,13256,373,399,11986,11838,5576,6262,112.3,11838,1088,11404,3046,1667,1630,460,1348,822,2429,1592,2052,1108,944,85.2,2052,391,69,6319,6937,39.6,109.8,1418,371,8504,99201
2020,17343,8534,8809,21488,1879,15,1311,473,80,19609,222,884,733,209,56,1429,1423,6,16076,21488,790,1311,1401,302,660,18761,21488,19889,238,0,21,4,39,918,65,98,132,39,59,268,257,734,224,0,19,205,0,506,17269,19889,1599,87,388,356,501,1599,21488,713,2889,18464,18129,8910,9219,103.5,18129,2558,14825,3863,2278,1844,921,1159,1542,3355,1401,2528,1551,977,63,2528,568,559,10419,11069,31.4,106.2,3359,1193,8618,99202
2020,16512,8799,7713,21359,938,0,606,303,29,20421,31,299,302,37,0,906,791,115,18846,21359,557,691,453,125,329,20533,21359,20158,55,0,0,0,0,321,7,98,109,50,10,20,27,302,37,25,6,6,0,87,19356,20158,1201,0,469,268,96,1201,21359,1540,1024,17278,16810,8997,7813,86.8,16810,1206,16315,2519,2551,2641,1252,1354,1533,5547,2717,4681,2660,2021,76,4681,1294,670,11167,10192,43.1,91.3,4549,1058,9624,99203
2020,5744,2950,2794,7010,449,11,394,44,0,6561,93,553,446,28,0,153,153,0,5288,7010,115,628,518,43,257,5631,7010,6828,108,0,0,0,0,569,19,14,181,18,39,298,0,446,28,0,28,0,0,228,5449,6828,182,0,7,59,72,182,7010,387,299,6105,6047,3052,2995,98.1,6047,800,5696,1886,750,739,249,442,381,1051,615,844,425,419,98.6,844,174,55,3709,3301,31.5,89,963,233,4298,99204
2020,33074,17524,15550,43707,2409,88,1542,644,135,41298,623,526,668,293,11,2158,2080,78,37019,43707,1499,1529,1641,537,1022,40525,43707,41025,774,0,14,0,17,537,46,82,199,35,30,122,23,668,293,49,25,208,11,664,38089,41025,2682,46,466,576,759,2682,43707,2967,2345,34464,33507,17750,15757,88.8,33507,2459,32534,7933,6071,5448,2553,2331,2832,7331,3470,5756,3212,2544,79.2,5756,1632,654,22604,21103,35.9,93.4,10200,3012,18801,99205
2020,30525,16006,14519,40510,3101,106,2013,706,276,37409,524,439,457,351,13,2002,1942,60,33623,40510,1667,1195,1123,442,1408,37379,40510,38214,607,29,26,0,0,451,13,29,50,19,40,196,104,458,351,15,17,319,0,1183,35164,38214,2296,48,869,438,372,2296,40510,2438,2599,32512,31391,16373,15018,91.7,31391,2022,30203,6207,5386,4919,2527,2441,2524,8429,4090,6938,4163,2775,66.7,6938,2121,727,20632,19878,38.7,96.3,9119,2509,17074,99206
2020,22419,10995,11424,31020,2668,100,1852,501,215,28352,464,1118,1256,52,32,1834,1734,100,23596,31020,1789,1459,2343,209,1366,26719,31020,28326,670,0,45,0,0,1118,36,13,116,46,7,703,197,1256,52,0,0,52,0,745,24485,28326,2694,185,706,262,652,2694,31020,2084,1734,24420,23731,11676,12055,103.2,23731,3037,22480,6055,4053,3588,2146,1442,1630,4408,2151,3377,1923,1454,75.6,3377,814,412,15313,15707,31.8,102.6,7289,1874,13399,99207
2020,41207,21512,19695,55092,2985,12,2010,675,288,52107,294,1200,1140,539,214,1883,1758,125,46837,55092,851,1950,2234,759,1613,50395,55092,52603,336,0,59,0,0,1208,88,142,188,108,111,455,116,1168,549,78,12,430,29,1003,48339,52603,2489,21,347,537,687,2489,55092,4182,3949,43837,42260,22097,20163,91.2,42260,2907,40314,6736,6815,6658,3138,3904,4024,12330,6089,9996,5513,4483,81.3,9996,2818,1089,28365,26727,41.1,94.2,12832,2783,23082,99208
